REID,Pin Num,Land Value , Bldg Value , Misc Imprv Value ,  Deferred & Exempt Value,Total Taxable Value
15439,9501208900,0,0,3000,0,3000
15447,9501208900,0,0,1200,0,1200
15454,9501105683,300000,0,0,0,300000
15455,9501105730,360000,0,0,0,360000
15456,9501105779,250000,0,0,0,250000
15461,9501118035,200000,0,0,0,200000
15465,7633286461,67016,0,11844,0,78860
15466,7633388903,53001,0,52,0,53053
15467,7634303217,51196,0,0,0,51196
15468,7634208624,53171,0,0,0,53171
15469,7633396611,57928,0,0,0,57928
15470,7633396197,53077,0,7500,0,60577
15472,7633288839,53204,0,14000,0,67204
15473,7624614700,7219,0,0,5947,1272
15474,7624613576,10845,0,0,9810,1035
15475,7624611461,15541,0,10080,13934,11687
15476,7624611360,10800,0,7280,9777,8303
15477,7624611260,10488,0,7210,9536,8162
15478,7624611069,10243,0,7000,9339,7904
15479,7624601968,56000,0,22170,0,78170
15480,7624601877,9902,0,7000,9069,7833
15481,7624601777,9961,0,7000,9116,7845
15482,7624601677,10019,0,7070,9162,7927
15483,7624601577,10178,0,7070,9285,7963
15484,7624601476,11088,0,10080,9993,11175
15485,7624601365,12558,0,7700,12007,8251
15486,7624601265,11405,0,7000,10900,7505
15487,7624601155,11453,0,7000,10943,7510
15488,7624601045,11030,0,7140,10561,7609
15489,7623691935,11088,0,7140,10614,7614
15490,7623690874,11405,0,12250,10900,12755
15491,7624605063,10243,0,0,9852,391
15492,7624605156,9334,0,0,9040,294
15493,7624605257,9334,0,0,9040,294
15494,7624605357,9621,0,0,9297,324
15495,7624605449,9621,0,0,8871,750
15496,7624605548,9334,0,0,8656,678
15497,7624605638,9334,0,0,8656,678
15498,7624605738,9334,0,0,8656,678
15499,7624605838,9334,0,0,8656,678
15500,7624605938,9334,0,0,8656,678
15501,7624615038,7467,0,0,6974,493
15502,7624615138,9334,0,0,8656,678
15503,7624615239,9334,0,0,8656,678
15504,7624615440,9671,0,0,8909,762
15505,7624617555,1077,0,0,0,1077
15506,7624610515,12728,0,15960,0,28688
15515,9500180164,230000,0,0,0,230000
15530,9999999999,8000,0,0,0,8000
15531,9999990001,56000,0,0,0,56000
15532,8661761135,5923,0,0,0,5923
15533,8695164687,31696,0,0,18225,13471
15536,9500577918,17000,0,0,0,17000
15537,9500577919,17000,0,0,0,17000
15538,9500577916,17000,0,0,0,17000
15540,7647768925,6210,0,0,0,6210
15543,7647337295,8700,0,0,0,8700
15544,7647540464,9840,0,0,0,9840
15545,7647558668,10700,0,0,0,10700
15546,7647436154,7580,0,0,0,7580
15547,7647549186,10320,0,0,0,10320
15548,7647649693,10280,0,0,0,10280
15549,8636646452,15000,0,0,0,15000
15550,8636646299,15000,0,0,0,15000
15551,8636647135,15000,0,0,0,15000
15552,8636647070,15000,0,0,0,15000
15553,8636638806,15000,0,0,0,15000
15555,8636638589,15000,0,0,0,15000
15556,8636639424,15000,0,0,0,15000
15557,8636639360,15000,0,0,0,15000
15558,8636639188,14000,0,0,0,14000
15559,8625783407,3787,0,0,0,3787
15560,8625782657,3499,0,0,0,3499
15561,8625781895,34986,0,0,0,34986
15562,8625791054,34986,0,0,0,34986
15563,8625790292,34986,0,0,0,34986
15564,8625790441,37365,0,0,0,37365
15565,8625794517,34203,0,0,0,34203
15566,8625795693,34203,0,0,0,34203
15569,9999999999,0,0,2000,0,2000
15572,9999999999,0,0,4800,0,4800
15576,9999999999,0,0,5700,0,5700
15577,9999999999,0,0,300,0,300
15579,9999999999,0,0,5000,0,5000
15582,9999999992,0,0,1153,0,1153
15583,9999999991,0,0,1500,0,1500
15585,9999999999,0,0,2150,0,2150
15587,9999999999,0,0,4100,0,4100
15588,9999999999,0,0,2750,0,2750
15589,9999999999,0,0,2050,0,2050
15590,9999999999,0,0,8300,0,8300
15591,9999999999,0,0,2600,0,2600
15592,9999999999,0,0,500,0,500
15593,9999999999,0,0,650,0,650
15594,9999999999,0,0,500,0,500
15597,9999999999,0,0,1093,0,1093
15603,7637970147,0,0,2000,0,2000
15616,7637970147,0,0,8700,0,8700
15636,7637970147,0,0,12500,0,12500
15637,7637970147,0,7869,3300,0,11169
15638,7637970147,0,0,3500,0,3500
15640,7637970147,0,2707,5000,0,7707
15644,7637970147,0,8066,1000,0,9066
15649,7637970147,0,2911,500,0,3411
15650,7637970147,0,5224,400,0,5624
15654,7637970147,0,5903,2000,0,7903
15655,7637970150,0,5128,500,0,5628
15656,7637970147,0,0,11700,0,11700
15657,7637970147,0,4871,1600,0,6471
15658,7637970147,0,6954,600,0,7554
15662,7637970147,0,6263,0,0,6263
15664,7637970147,0,5762,0,0,5762
15670,7654755528,10000,0,4000,0,14000
15674,9999999999,1265488,0,0,0,1265488
15676,8674202163,59833,0,0,43908,15925
15677,8627331226,11893,0,0,0,11893
15680,9501302089,5000,0,0,0,5000
15683,8636624887,15000,0,15695,0,30695
15684,8636625583,30000,0,0,0,30000
15686,8636627546,30000,0,0,0,30000
15687,8636628856,12000,0,0,0,12000
15688,9999999999,30000,0,0,0,30000
15692,9999999999,14000,0,0,0,14000
15697,9999999999,6000,0,0,0,6000
15699,8657439912,7388,0,0,0,7388
15700,8685695536,225545,0,0,161381,64164
15701,7694579250,5150,0,0,0,5150
15702,7637494396,100000,0,0,0,100000
15703,9999999999,8000,0,0,5600,2400
15704,9999999999,5635,0,0,0,5635
15706,8632766687,11225,0,1300,0,12525
15707,8636725596,4261,0,0,0,4261
15708,8695787283,40400,0,0,0,40400
15709,8695684036,57000,0,13000,70000,0
15711,8666988853,4425,0,0,0,4425
15713,8695436558,85000,0,1000,86000,0
15718,7679831153,135160,0,0,0,135160
15721,9500295483,0,0,22050,0,22050
15734,8612994596,0,0,42799,0,42799
15735,8626458237,13000,0,0,0,13000
15736,8636041579,8033,0,0,7808,225
15737,8636040585,8033,0,0,7808,225
15738,8626946494,8193,0,0,7963,230
15739,8626946402,8193,0,0,7963,230
15740,8626945309,8354,0,0,8120,234
15741,8626944316,8354,0,0,8120,234
15742,8626943313,8354,0,0,8120,234
15743,8626942311,8354,0,0,8120,234
15744,8626941227,8354,0,0,8120,234
15745,8626940470,8354,0,0,8120,234
15753,7701195897,5280,0,0,0,5280
15754,9999999999,7000,0,0,0,7000
15755,8667417655,4650,0,0,0,4650
15756,8617602103,77858,0,0,0,77858
15757,8617602630,77858,0,0,0,77858
15758,8632278293,8304,0,22005,0,30309
15759,8632258313,144303,0,0,82877,61426
15760,8617700147,12700,0,0,0,12700
15761,8677437593,984296,0,0,0,984296
15769,8627934201,675150,0,0,514464,160686
15771,9999999999,252058,0,0,0,252058
15772,9999999999,47984,0,0,0,47984
15773,9999999999,47640,0,647800,0,695440
15774,9999999999,14600,0,0,0,14600
15775,7691436991,1256,0,0,0,1256
15777,9999999999,26931,0,9500,0,36431
15779,9999999999,48695,0,0,0,48695
15780,8603839739,58590,0,0,35349,23241
15781,8603937543,39870,0,0,24055,15815
15782,9999999999,15000,0,0,0,15000
15786,7657344412,4046,0,0,0,4046
15788,7653206073,88000,0,0,68970,19030
15789,9999999999,73500,0,0,55335,18165
15799,8612135670,157500,0,0,0,157500
15801,9999999999,15450,0,0,0,15450
15802,9999999999,12015,0,0,0,12015
15804,9999999999,129961,0,0,52917,77044
15807,8636727567,32000,0,0,0,32000
15808,9999999999,7249,0,0,0,7249
15811,9999999999,109320,0,0,69156,40164
15812,9999999999,67580,0,0,67580,0
15813,9999999999,8000,0,0,0,8000
15815,9999999999,130907,0,0,0,130907
15817,8677310568,311914,0,24998,0,336912
15819,8677595751,441640,0,0,0,441640
15825,8632453320,57460,0,6000,36421,27039
15827,8685847220,9531,0,0,0,9531
15828,9999999999,7875,0,0,0,7875
15829,9999999999,168253,0,0,134085,34168
15830,8664208701,197400,0,0,153985,43415
15835,9999999999,556785,0,0,0,556785
15836,9500275599,3000,0,0,0,3000
15838,8684261238,950,0,0,0,950
15841,8646046981,473970,0,0,366660,107310
15848,8685658717,183000,0,0,0,183000
15849,9999999999,144500,0,0,0,144500
15851,9508592821,160000,0,0,0,160000
15854,9501514319,45000,0,0,0,45000
15855,8698439241,11254365,0,0,0,11254365
15856,7642647474,29210,0,0,18711,10499
15858,8667841858,101240,0,0,0,101240
15860,7637970147,0,0,1900,0,1900
15861,9501609626,1556350,0,0,1110768,445582
15864,8683539065,20900,0,92972,0,113872
15866,9500394963,297213,0,0,232936,64277
15867,8617242925,40380,0,0,0,40380
15869,7642400695,10000,0,0,0,10000
15870,9999999999,60000,0,0,24300,35700
15873,8622567383,285025,0,0,209164,75861
15874,8683174222,8138,0,0,6055,2083
15875,7629405175,11000,0,0,0,11000
15876,8685525209,6573,0,0,0,6573
15887,9999999999,150000,0,0,0,150000
15888,7647561767,65398,0,0,0,65398
15889,8664118628,13000,0,0,0,13000
15890,9500671617,186000,0,0,0,186000
15891,9999999999,12975,0,0,0,12975
15892,8667816641,31059,0,0,0,31059
15893,8632218227,119301,0,0,0,119301
15894,8686190805,418992,0,0,0,418992
15896,9999999999,31762,0,0,0,31762
15897,9999999999,229500,0,0,168810,60690
15898,9999999999,201050,0,0,131487,69563
15899,9999999999,6917,0,0,4651,2266
15900,8686036029,42343,0,0,0,42343
15901,9999999999,8400,0,0,0,8400
15902,9500581699,150000,0,236674,0,386674
15903,8646122996,45850,0,0,0,45850
15904,7641889311,10000,0,1500,0,11500
15908,7691274446,206000,0,0,161452,44548
15909,8603829048,130000,0,0,85020,44980
15916,8611199477,483182,0,0,0,483182
15918,9999999999,16547,0,0,0,16547
15919,9999999999,16547,0,0,0,16547
15920,7683300030,8125,0,0,0,8125
15922,7653855860,282525,0,0,0,282525
15923,9999999901,9384,0,0,8061,1323
15924,7653580221,80070,0,0,56983,23087
15925,7653597304,11200,0,0,2960,8240
15926,7653462513,6938,0,0,3009,3929
15927,7653574935,69630,0,0,49553,20077
15929,7653562876,8566,0,0,1454,7112
15930,8643509697,17430,0,0,0,17430
15931,9999999999,53475,0,0,41140,12335
15932,9999999999,73378,0,4000,0,77378
15942,9999999999,6695,0,0,0,6695
15943,8626482286,6000,0,0,0,6000
15946,7647794471,50725,0,4150,2160,52715
15950,9999999999,1500,0,0,0,1500
15954,9500473871,0,0,16405,0,16405
15957,8638844288,119000,0,0,0,119000
15960,7691531428,1200,0,0,960,240
15965,8646780710,216,0,0,0,216
15966,8626915847,229425,0,0,177422,52003
15967,7644175073,325,0,0,0,325
15969,9999999999,24716,0,0,15755,8961
15970,7624150959,14432,0,0,0,14432
15971,8685952793,59605,0,0,39339,20266
15972,8685058319,752065,0,0,533105,218960
15973,9999999999,960905,0,0,519968,440937
15974,9999999999,81921,0,0,54533,27388
15976,9999999999,19127,0,0,14300,4827
15977,9999999999,336480,0,0,239462,97018
15978,9999999999,21094,0,15001,15688,20407
15979,9999999999,3121,0,0,0,3121
15980,9999999999,100000,0,0,65400,34600
15981,9999999999,100000,0,0,65400,34600
15982,9999999999,3750,0,0,0,3750
15983,9999999999,14150,0,0,0,14150
15984,9999999999,24036,0,0,0,24036
15985,9999999999,82770,0,0,58052,24718
15987,9999999999,1484,0,0,0,1484
15990,9999999999,85600,0,0,63885,21715
15993,9999999999,352000,0,0,275880,76120
15996,9999999999,54533,0,0,0,54533
15997,9999999999,71330,0,0,47078,24252
15998,9999999999,139376,0,0,51285,88091
16000,8677343868,98141,0,0,47364,50777
16001,7648113077,100625,0,0,75756,24869
16003,9999999999,52792,0,0,0,52792
16005,9999999999,79150,0,0,0,79150
16006,9999999999,13880,0,0,0,13880
16007,9999999999,10036,0,0,0,10036
16008,9999999999,30339,0,6995,0,37334
16010,8626541314,8000,0,0,8000,0
16011,9999999999,14000,0,100,0,14100
16012,9999999999,14000,0,0,0,14000
16014,9999999999,9039,0,0,0,9039
16015,9999999999,15000,0,0,0,15000
16016,9999999999,15000,0,0,0,15000
16020,9999999999,130000,0,12001,0,142001
16021,7662246753,29060,0,0,21694,7366
16022,9999999999,11000,0,0,0,11000
16023,9999999999,34038,0,0,0,34038
16024,9999999999,30925,0,0,0,30925
16025,9999999999,6000,0,0,0,6000
16026,7667498369,322020,0,0,260121,61899
16027,9999999999,4878,0,0,0,4878
16028,9999999999,8859,0,0,3369,5490
16029,9999999999,46323,0,0,34375,11948
16032,8616005420,0,0,900,0,900
16033,8616005420,0,0,550,0,550
16034,8616005420,0,0,500,0,500
16035,8616005420,0,0,4000,0,4000
16036,8616005420,0,0,375,0,375
16038,8616005420,0,0,8499,0,8499
16039,8616005420,0,0,3000,0,3000
16041,8616005420,0,0,9600,0,9600
16042,8616005420,0,0,3700,0,3700
16043,8616005420,0,0,550,0,550
16044,8616005420,0,0,3000,0,3000
16047,8616005420,0,0,33000,0,33000
16049,8616005420,0,0,6200,0,6200
16050,8616005420,0,0,4000,0,4000
16052,8616005420,0,0,2550,0,2550
16054,7652823394,19087,0,0,0,19087
16058,7633806619,60320,0,0,0,60320
16059,9999999999,15000,0,1000,0,16000
16062,7654443875,14000,0,0,0,14000
16063,9999999999,170000,0,0,0,170000
16064,9999999999,39046,0,0,20639,18407
16068,9999999999,58600,0,0,41166,17434
16070,9999999999,7642,0,0,0,7642
16071,9999999999,150000,0,0,0,150000
16072,9999998881,12303,0,0,0,12303
16073,9999999999,18206,0,0,0,18206
16077,9999999999,2000,0,0,0,2000
16078,8612994596,76960,0,0,56477,20483
16079,8683066948,135510,0,0,81758,53752
16080,9999999999,9210,0,0,0,9210
16083,9999999999,25000,0,0,0,25000
16085,9999999999,4168,0,0,0,4168
16087,9500296070,120000,0,0,120000,0
16092,7647292467,54700,0,0,31985,22715
6918,7632968391,565892,0,0,412600,153292
16093,7632848878,13908,0,0,0,13908
5037,8661890795,38244,0,0,1571,36673
16094,8661890796,4449,0,0,1055,3394
16095,8661890797,4353,0,0,1196,3157
16098,7691345707,2244,0,0,0,2244
16099,7691345708,14000,0,100,0,14100
16100,8626479536,4325,0,0,0,4325
16101,8626479537,4325,0,0,0,4325
16102,8626479538,4325,0,0,0,4325
2312,8626780664,359791,0,0,0,359791
3134,8626299506,16816,0,0,0,16816
16104,8626299507,7817,0,0,0,7817
1527,8626304359,170163,0,333208,132812,370559
16105,8626304360,17731,0,49997,14577,53151
3146,8636552759,5400,0,0,0,5400
16106,8636552760,5400,0,0,0,5400
16107,8636552761,5400,0,0,0,5400
15824,8636561146,12425,0,0,0,12425
16108,8636561147,10965,0,0,0,10965
16109,8636546421,12579,0,0,11234,1345
16110,8636546422,12579,0,0,11234,1345
2268,8636933508,36560,0,1200,0,37760
16111,8636930106,1360,0,0,0,1360
3069,8626465582,5000,0,0,0,5000
16112,8626466376,7500,0,0,0,7500
16113,8626901632,12500,0,0,0,12500
16114,7633507792,55260,0,0,0,55260
4591,7654947062,26146,0,0,0,26146
16115,7654947063,12000,0,0,0,12000
16116,8617830462,141750,0,0,109620,32130
14835,8636041387,161805,0,0,125129,36676
16117,8636041388,70000,0,5500,75500,0
16118,8678290888,729180,0,0,536352,192828
14745,8677158532,128905,0,0,0,128905
16119,8677158533,11438,0,0,9395,2043
15132,7624989472,9118,0,0,0,9118
16120,7624989473,9334,0,0,0,9334
15130,7634081571,51872,0,0,0,51872
16121,7634081572,51872,0,0,0,51872
16122,8673441463,8000,0,0,0,8000
15871,7629988527,225135,0,0,165599,59536
16123,7629988526,16900,0,0,0,16900
4623,7653481627,136890,0,0,84610,52280
16124,7654502258,10000,0,0,0,10000
4650,7653485494,143640,0,0,102224,41416
15928,7653691118,10351,0,0,5526,4825
16126,7653691119,5000,0,0,0,5000
6220,8684162448,17500,0,0,0,17500
16127,8684162447,17375,0,507,0,17882
4645,7654700841,194748,0,0,107832,86916
16128,7654700840,7220,0,0,0,7220
16129,8685920616,177045,0,0,0,177045
16130,8685356546,269685,0,0,0,269685
16131,8695262038,243175,0,0,0,243175
15369,8678290886,3736350,0,0,2748293,988057
16132,8678290885,5961870,0,0,0,5961870
15705,7629525371,6260,0,0,0,6260
16136,8666793172,157560,0,0,0,157560
16137,8676343845,1723000,0,0,0,1723000
15433,8659773456,6107130,0,0,0,6107130
16138,8659773458,885870,0,0,651607,234263
6571,8632252235,12600,0,0,0,12600
16139,8632252237,92950,0,0,58916,34034
6576,8632656716,67438,0,0,42745,24693
16140,8632656714,24500,0,0,0,24500
16143,8666793175,200840,0,0,56200,144640
16144,8666793173,11446,0,0,0,11446
16146,8622969921,6639,0,0,5854,785
6376,8622958651,143955,0,0,95010,48945
16149,8622958654,4762,0,0,3965,797
16150,8622958655,4673,0,0,3923,750
16151,8622958656,4673,0,0,3923,750
4047,7651389184,43104,0,0,34214,8890
16152,7651389183,43104,0,0,34214,8890
2715,8601296531,10010,0,0,0,10010
16153,8601296532,16665,0,0,0,16665
4532,7641775637,4707,0,0,0,4707
16157,7641774676,2050,0,0,0,2050
16158,8601648080,96713,0,0,66023,30690
5314,8698745611,2417025,0,0,0,2417025
16163,9501200487,119000,0,0,0,119000
16164,8686030107,23879,0,0,0,23879
16165,8686030108,11593,0,0,0,11593
4129,7653326458,43082,0,0,31210,11872
16166,7654425268,6257,0,0,0,6257
16167,7654425265,6253,0,0,0,6253
16168,7654425264,5917,0,0,0,5917
15837,7644418501,24000,0,0,14100,9900
16169,7644418502,43200,0,0,25380,17820
6402,8673338232,43050,0,0,0,43050
16170,8673333329,31302,0,0,4434,26868
16171,8685265447,234250,0,11093,178498,66845
1088,9500585901,168000,0,18750,186750,0
7022,7694925691,486232,0,0,0,486232
16172,7694925690,118635,0,0,0,118635
8195,8657738285,135342,0,4100,0,139442
893,9500174279,51000,0,0,0,51000
16173,9500174277,51000,0,0,0,51000
3051,8606517464,12915,0,0,0,12915
16175,8606517466,33700,0,0,0,33700
16176,8674722900,54301,0,0,34088,20213
16177,8626958312,25356,0,0,0,25356
16160,7653156221,520100,0,0,343266,176834
13705,7647853002,18930,0,0,0,18930
16180,7647853000,19362,0,0,0,19362
16181,8667626313,159792,0,0,105984,53808
5957,8667626310,15575,0,0,0,15575
16182,8667626309,74200,0,0,0,74200
9407,7692514471,103515,0,0,48880,54635
16184,7692514470,39400,0,0,0,39400
16185,8642392843,25592,0,0,0,25592
16186,9501218431,174000,0,1000,0,175000
2039,8616110888,345750,0,0,239540,106210
16188,8616110887,46450,0,0,0,46450
16189,8616110886,12000,0,0,0,12000
5710,8674327181,158400,0,0,80366,78034
2349,7691880858,104744,0,0,0,104744
16191,7691880857,23325,0,46897,0,70222
16192,9500297487,170000,0,4972,0,174972
6485,8642286022,6215,0,0,5406,809
16194,8642286021,10260,0,0,7344,2916
15765,7642861281,87026,0,0,0,87026
16195,7642861282,5065,0,0,0,5065
3387,7661089898,5838,0,0,0,5838
16196,7661089896,14430,0,0,6705,7725
16201,8658477110,447265,0,0,0,447265
4959,8674118362,159563,0,0,0,159563
5507,8684315435,443820,0,0,0,443820
1720,8601264382,101880,0,0,71571,30309
16203,8601264384,13856,0,4600,10607,7849
4037,7657500729,253494,0,0,253494,0
16204,7657500727,8092,0,0,8092,0
2857,8627266045,10127,0,0,0,10127
16205,8627266044,42664,0,0,0,42664
16069,9500282273,12000,0,0,0,12000
16208,9500282272,160000,0,0,0,160000
16209,9500282271,93500,0,0,0,93500
15863,8648322182,472066,0,0,124760,347306
16211,8648322184,417892,0,0,55789,362103
16212,9500174033,170000,0,19662,0,189662
2477,7691547396,15331,0,0,11666,3665
16214,7691547398,1836,0,0,0,1836
4952,8632054622,151143,0,3000,86294,67849
16215,8632054624,37450,0,0,37450,0
16216,8632054625,3410,0,0,3410,0
1414,8647930073,412076,0,0,202116,209960
16217,8657153830,32472,0,0,0,32472
16218,9500391757,42500,0,0,0,42500
13675,7624159634,84408,0,0,0,84408
16219,7624357122,41414,0,13650,0,55064
1916,7682957366,18462,0,0,0,18462
16220,7682957364,18492,0,0,0,18492
16222,9500099573,770000,0,0,0,770000
4394,7642822922,15568,0,0,10296,5272
16223,7642822923,8058,0,0,6423,1635
16224,7642822924,42540,0,0,25666,16874
16225,7642822925,105990,0,0,75430,30560
4170,7654334446,78270,0,0,55702,22568
16226,7654334448,12500,0,0,0,12500
770,9501208902,525000,0,447087,0,972087
14965,9500499258,150000,0,0,0,150000
16231,9500390501,170000,0,0,170000,0
16232,9500390451,170000,0,0,170000,0
16234,9500492173,130000,0,0,0,130000
16235,9500492174,150000,0,0,0,150000
16236,9500492175,150000,0,0,0,150000
16237,9500492176,130000,0,0,0,130000
16238,9500492177,150000,0,0,0,150000
16239,9500492178,130000,0,0,0,130000
16240,9500482961,160000,0,0,0,160000
16242,7619951324,832140,0,0,672184,159956
15975,8658020896,40362,0,0,10667,29695
16243,8658028899,69951,0,0,18487,51464
15852,8658520395,809640,0,0,595535,214105
16244,8658520397,1028070,0,0,756203,271867
16245,8658520398,966915,0,0,711220,255695
13890,8658187022,1109970,0,0,816445,293525
16246,8658020899,1172745,0,0,862619,310126
15853,8048489048,1452770,0,0,1072815,379955
16247,8048489045,765492,0,0,565286,200206
2580,8621139732,32120,0,0,0,32120
3379,7643941397,133269,0,0,86811,46458
16249,7643941396,459,0,0,416,43
305,9501308512,348500,0,18845,0,367345
15944,8684117953,110700,0,0,84353,26347
16250,8684447955,14087,0,111825,0,125912
81,9500190001,380000,0,0,0,380000
16251,9500190002,275000,0,0,0,275000
16252,9500190003,315000,0,0,0,315000
16254,7647958538,9000,0,0,0,9000
16255,7647457802,405,0,0,0,405
5691,8683501526,43410,0,1000,0,44410
15995,8675671544,18186,0,0,9613,8573
16256,8675683331,3507,0,0,3279,228
6232,8662490598,15000,0,0,2125,12875
16258,8662594771,19260,0,0,2728,16532
16259,7654349100,15275,0,0,0,15275
16260,7654349102,10000,0,0,0,10000
16262,8601610692,50343,0,0,31910,18433
16263,8601515445,65098,0,0,41262,23836
3723,7624967671,296563,0,0,233996,62567
16265,7624967670,9671,0,0,9249,422
16266,7624967669,8913,0,0,8583,330
16267,7624967675,9418,0,0,9029,389
16268,7624967676,9418,0,0,9029,389
16269,7624967677,9418,0,0,9029,389
80,9500190004,425000,0,0,0,425000
16270,9500190005,161500,0,0,0,161500
14382,8601382632,4772,0,0,0,4772
16271,8601382633,1378,0,0,0,1378
14381,8601393565,24875,0,0,0,24875
16272,8601382634,14327,0,0,0,14327
2047,8621569856,49950,0,43,25852,24141
3450,7643727130,5095,0,35,0,5130
16275,7643722641,48,0,0,0,48
16276,7657050614,30100,0,0,0,30100
6887,8611143265,126007,0,12800,54030,84777
16279,8601848518,995,0,0,876,119
3190,7642326366,63160,0,6000,0,69160
16161,8667718890,65440,0,0,0,65440
16281,8667703405,14000,0,0,0,14000
15325,7632093444,73376,0,0,0,73376
14109,7687298402,96000,0,0,0,96000
6647,8663193500,887080,0,0,623174,263906
16287,8664106929,15000,0,0,0,15000
4238,7657446129,10039,0,0,0,10039
16288,7657443155,20081,0,0,0,20081
16289,7691451174,18450,0,0,0,18450
16290,7663472558,88176,0,0,47936,40240
16291,7647873107,11661,0,0,0,11661
4807,8674626744,125640,0,0,0,125640
16295,9500488284,170000,0,0,0,170000
6271,8695595441,30600,0,0,0,30600
16298,8696601873,11125,0,0,0,11125
5667,8643105167,5521,0,0,0,5521
16299,8643106162,312,0,0,0,312
16300,9500396868,127500,0,0,0,127500
16301,9500396714,127500,0,0,0,127500
6800,9501209894,130000,0,0,0,130000
15809,8612469604,447395,0,0,283580,163815
777,9501208527,85000,0,26039,0,111039
16303,9501207693,68000,0,0,0,68000
2972,8636546613,550988,0,0,426097,124891
16304,8636527392,30000,0,0,0,30000
16305,8636620347,15000,0,0,0,15000
16306,8636622443,972,0,0,0,972
16307,8636624417,978,0,0,0,978
16308,8636629886,10269,0,0,0,10269
16310,9500397705,100300,0,2198,0,102498
16311,9500395867,130900,0,0,0,130900
6830,8607713593,120468,0,0,17066,103402
7027,8606762622,517616,0,0,0,517616
16314,8606615225,141300,0,1500,0,142800
1096,9501604772,190000,0,100,0,190100
2811,8616821975,308280,0,500,238403,70377
16316,8616709758,18200,0,0,0,18200
14308,8616424500,412355,0,0,325071,87284
1952,7691649218,11709,0,0,0,11709
16318,7691644042,3600,0,0,0,3600
12945,8626123828,154088,0,0,119161,34927
16319,8626234129,152250,0,0,117740,34510
2457,8646247164,12045,0,30501,0,42546
785,9999998000,350,0,0,0,350
16321,9999998001,350,0,0,0,350
2294,8622821638,21476,0,0,14550,6926
6917,7641873042,17680,0,0,0,17680
16323,7641723556,161440,0,0,0,161440
16324,8632172395,14146,0,0,0,14146
2605,8603905962,7889,0,0,0,7889
16325,7629149959,33324,0,0,0,33324
16326,8695137750,2100,0,0,0,2100
15999,8695143264,35302,0,0,16165,19137
16327,8695119962,3400,0,0,0,3400
16328,8695131541,18900,0,0,0,18900
16329,9500395899,225000,0,1500,0,226500
16330,9500395827,153000,0,0,0,153000
1957,8622479929,34290,0,0,16195,18095
16331,8622372887,530108,0,0,389018,141090
16332,8622485019,9100,0,0,9100,0
15964,7644039276,222930,0,38011,83325,177616
16333,7644260269,197835,0,0,182008,15827
2926,7642105994,23744,0,0,0,23744
16334,7642102863,296,0,0,0,296
16335,7642103626,19961,0,35495,0,55456
16336,7642105741,256,0,0,0,256
16337,7642117142,44792,0,0,0,44792
16338,7642211490,16489,0,0,0,16489
16339,7642214669,17123,0,0,0,17123
16280,8601941877,1293,0,0,0,1293
16342,8601940780,10000,0,0,0,10000
5770,9606210062,194789,0,0,112744,82045
16344,9606210061,16450,0,0,0,16450
16345,7678165177,256528,0,0,0,256528
13830,7678165176,1075860,0,0,791355,284505
16346,7678165180,1625,0,0,0,1625
3458,7711397106,100555,0,0,66366,34189
16347,7711491035,67970,0,0,44860,23110
16348,8626197711,5000,0,0,0,5000
16349,8626197714,10013,0,0,0,10013
16350,7641771087,12697,0,0,0,12697
7894,8621772258,66303,0,0,45448,20855
16354,7643709871,8631,0,0,0,8631
1688,7683262723,111242,0,21651,45181,87712
16355,7683262725,8140,0,0,0,8140
16356,8685746203,4772,0,0,0,4772
16357,8685745233,1119,0,0,0,1119
2486,8646252342,354203,0,0,275772,78431
16359,8646252344,15089,0,68417,0,83506
16097,8646376335,765923,0,0,592314,173609
16361,8646376338,51790,0,0,0,51790
3099,8646350406,122325,0,0,0,122325
16362,8646350403,12000,0,0,0,12000
16363,8646350402,9350,0,0,0,9350
16364,8646350401,127838,0,0,0,127838
16365,8646350407,13974,0,0,0,13974
16366,8646350408,5300,0,0,0,5300
16367,8646350409,3750,0,0,0,3750
7375,8664401601,91680,0,0,64405,27275
16369,8664401603,17450,0,0,15094,2356
2987,8750145005,34720,0,0,0,34720
16370,8750145004,5569,0,0,0,5569
4177,7653172147,64650,0,0,46009,18641
2068,8626503883,159443,0,0,123303,36140
16374,8626503881,136850,0,0,0,136850
15392,7657025477,13076,0,0,0,13076
16376,7657025478,4081,0,0,0,4081
868,9500280867,547500,0,59111,0,606611
19,9501316688,30000,0,1000,0,31000
189,9500078547,216000,0,18750,0,234750
450,9501108229,300000,0,29767,0,329767
493,9500283708,182400,0,0,0,182400
524,9501106598,70000,0,70300,0,140300
530,9500184437,318400,0,18750,0,337150
531,9500185403,310400,0,0,0,310400
594,9500280928,562500,0,157940,0,720440
635,9500185039,176000,0,19945,0,195945
1056,9500170907,280000,0,0,0,280000
1061,9500182686,289600,0,0,0,289600
1140,9501409920,384000,0,51735,0,435735
1193,9500182497,214400,0,0,0,214400
1236,9501413358,190000,0,30484,0,220484
1284,9500185650,233600,0,18856,0,252456
1664,7691326830,265000,0,381085007,0,381350007
2641,7691323592,30000,0,5000,0,35000
3123,8676834524,15825,0,0,0,15825
6107,8685474050,15825,0,0,0,15825
6112,8685462919,15825,0,0,0,15825
13869,9500187463,193600,0,18750,0,212350
14139,9500293451,300000,0,89512,0,389512
14923,9500293343,720,0,0,0,720
15305,9501109271,0,0,170520,0,170520
